DH_demand,LH_demand
0.330578488,0.330792316
0.317102637,0.317307749
0.330305803,0.330519455
0.352401975,0.35262992
0.343372627,0.343594731
0.365468799,0.365705195
0.356439451,0.356670007
0.3429636,0.343185439
0.302808732,0.303004598
0.307118893,0.307317547
0.311429053,0.311630495
0.315739214,0.315943444
0.342281888,0.342503287
0.355485055,0.355714993
0.382027729,0.382274836
0.404123901,0.404385301
0.45289909,0.453192039
0.528353296,0.528695051
0.577128485,0.577501789
0.528080611,0.52842219
0.479032738,0.479342591
0.403305847,0.403566718
0.380936991,0.381183392
0.354121631,0.354350688
0.34064578,0.34086612
0.331616432,0.331830932
0.340373096,0.340593259
0.362469267,0.362703724
0.353439919,0.353668535
0.379982594,0.380228378
0.370953246,0.37119319
0.353030892,0.353259244
0.312876025,0.313078402
0.241595637,0.241751908
0.245905797,0.246064857
0.250215958,0.250377805
0.267865627,0.268038891
0.281068793,0.281250597
0.303164965,0.303361061
0.325261137,0.325471526
0.369589823,0.369828885
0.436151023,0.436433139
0.480479709,0.480790498
0.435878338,0.436160278
0.391276968,0.391530057
0.324443083,0.324652942
0.302074226,0.302269617
0.27970537,0.279886292
0.266229519,0.266401724
0.261646674,0.261815915
0.265956834,0.266128863
0.288053006,0.288239327
0.279023658,0.279204139
0.30111983,0.301314603
0.292090482,0.292279415
0.278614631,0.278794847
0.247352769,0.247512764
0.242769923,0.242926954
0.247080084,0.247239903
0.251390244,0.251552851
0.273486416,0.273663316
0.286689582,0.286875022
0.308785754,0.308985486
0.330881926,0.331095951
0.375210612,0.37545331
0.441771812,0.442057564
0.486100498,0.486414923
0.441499128,0.441784703
0.396897757,0.397154483
0.330063872,0.330277367
0.307695016,0.307894042
0.285326159,0.285510717
0.271850308,0.272026149
0.26282096,0.262990961
0.271577624,0.271753288
0.293673795,0.293863753
0.284644447,0.284828564
0.306740619,0.306939028
0.297711271,0.29790384
0.28423542,0.284419272
0.248527055,0.24868781
0.297302244,0.297494548
0.301612405,0.301807497
0.305922565,0.306120445
0.33246524,0.332680288
0.345668406,0.345891995
0.372211081,0.372451838
0.394307252,0.394562302
0.443082441,0.443369041
0.518536647,0.518872053
0.567311836,0.567678791
0.518263962,0.518599191
0.469216089,0.469519592
0.393489198,0.393743719
0.371120342,0.371360394
0.344304983,0.344527689
0.330829132,0.331043122
0.321799784,0.322007934
0.330556447,0.330770261
0.352652619,0.352880725
0.343623271,0.343845537
0.370165945,0.37040538
0.361136597,0.361370192
0.343214244,0.343436245
0.303059376,0.303255404
0.311816039,0.312017731
0.3161262,0.31633068
0.32043636,0.320643628
0.346979035,0.347203472
0.360182201,0.360415178
0.386724876,0.386975021
0.41326755,0.413534864
0.462042739,0.462341603
0.537496945,0.537844615
0.586272134,0.586651353
0.53722426,0.537571753
0.488176387,0.488492154
0.412449496,0.412716281
0.385634137,0.385883577
0.358818778,0.359050873
0.345342927,0.345566305
0.331867076,0.332081738
0.345070242,0.345293444
0.367166414,0.367403908
0.358137066,0.35836872
0.384679741,0.384928563
0.375650393,0.375893375
0.357728039,0.357959428
0.317573171,0.317778587
0.357455354,0.357686567
0.361765515,0.361999516
0.366075675,0.366312464
0.39261835,0.392872307
0.410268019,0.410533393
0.436810694,0.437093236
0.463353368,0.463653079
0.521021563,0.521358575
0.600922271,0.601310966
0.654143963,0.654567083
0.600649587,0.601038105
0.54715521,0.547509127
0.462535314,0.462834496
0.435719955,0.436001792
0.408904595,0.409169087
0.390982242,0.391235141
0.381952894,0.382199953
0.390709557,0.39096228
0.417252232,0.417522123
0.408222884,0.408486935
0.434765558,0.435046778
0.42573621,0.42601159
0.407813857,0.408077643
0.363212486,0.363447423
0.354183138,0.354412234
0.358493298,0.358725183
0.362803459,0.363038131
0.389346134,0.389597975
0.406995803,0.40725906
0.433538477,0.433818903
0.460081152,0.460378747
0.517749347,0.518084243
0.597650055,0.598036634
0.650871747,0.651292751
0.597377371,0.597763772
0.543882994,0.544234794
0.459263098,0.459560163
0.432447739,0.432727459
0.405632379,0.405894755
0.387710026,0.387960808
0.378680678,0.37892562
0.387437341,0.387687947
0.413980016,0.41424779
0.404950668,0.405212602
0.431493342,0.431772445
0.422463994,0.422737257
0.40454164,0.40480331
0.35994027,0.36017309
0.337571413,0.337789765
0.341881574,0.342102713
0.350638237,0.350865041
0.377180912,0.377424884
0.390384078,0.39063659
0.416926753,0.417196434
0.443469427,0.443756277
0.501137622,0.501461773
0.58103833,0.581414164
0.634260022,0.634670281
0.580765646,0.581141303
0.527271269,0.527612325
0.442651373,0.442937694
0.415836014,0.416104989
0.389020654,0.389272285
0.375544804,0.375787717
0.362068953,0.36230315
0.375272119,0.375514856
0.401814794,0.4020747
0.388338943,0.388590132
0.414881617,0.415149976
0.405852269,0.406114787
0.387929916,0.388180841
0.347775048,0.347999999
0.27649466,0.276673505
0.280804821,0.280986454
0.285114981,0.285299402
0.311657656,0.311859246
0.324860822,0.325070952
0.346956994,0.347181416
0.373499668,0.373741259
0.422274857,0.422547998
0.49328256,0.493601631
0.542057749,0.542408369
0.493009876,0.49332877
0.443962002,0.44424917
0.372681614,0.372922676
0.345866255,0.346089972
0.323497399,0.323706647
0.310021548,0.310222079
0.296545697,0.296737512
0.309748863,0.309949218
0.331845035,0.332059682
0.322815687,0.323024494
0.344911859,0.345134958
0.335882511,0.33609977
0.32240666,0.322615202
0.282251792,0.282434361
0.393278021,0.393532405
0.397588181,0.397845353
0.406344844,0.406607681
0.432887519,0.433167524
0.450537188,0.450828609
0.481526366,0.481837831
0.512515543,0.512847054
0.570183738,0.57055255
0.658977452,0.659403699
0.716645646,0.717109195
0.658704767,0.659130838
0.600763888,0.60115248
0.511697489,0.512028471
0.480435627,0.480746387
0.449173765,0.449464304
0.431251411,0.431530357
0.422222063,0.422495169
0.430978726,0.431257496
0.461967904,0.462266719
0.448492053,0.448782151
0.47948123,0.479791373
0.46600538,0.466306806
0.448083026,0.44837286
0.403481655,0.403742639
0.30552225,0.305719872
0.309832411,0.31003282
0.314142571,0.314345768
0.340685246,0.340905612
0.353888412,0.354117318
0.380431087,0.380677161
0.406973762,0.407237005
0.460195453,0.460493122
0.535649659,0.535996134
0.588871351,0.589252251
0.519682548,0.520018695
0.470634675,0.470939096
0.390461282,0.390713844
0.363645922,0.363881139
0.336830563,0.337048435
0.323354712,0.323563868
0.314325364,0.314528679
0.323082027,0.323291007
0.349624702,0.34985085
0.336148851,0.336366282
0.362691526,0.362926126
0.353662178,0.353890937
0.335739824,0.335956991
0.295584956,0.29577615
0.268769597,0.268943445
0.273079757,0.273256394
0.277389918,0.277569342
0.303932593,0.304129185
0.317135759,0.317340892
0.343678433,0.343900735
0.370221108,0.370460578
0.418996297,0.419267316
0.494450503,0.494770328
0.547672194,0.548026446
0.494177818,0.494497467
0.445129945,0.445417868
0.369403054,0.369641995
0.342587695,0.342809291
0.315772335,0.315976586
0.302296484,0.302492019
0.293267136,0.293456831
0.3020238,0.302219158
0.328566474,0.328779001
0.315090624,0.315294434
0.341633298,0.341854277
0.33260395,0.332819089
0.314681597,0.314885142
0.274526729,0.274704301
0.381106454,0.381352966
0.389863118,0.390115293
0.394173278,0.394428242
0.425162456,0.425437464
0.442812125,0.443098549
0.469354799,0.469658392
0.500343977,0.500667615
0.562458674,0.56282249
0.651252389,0.651673639
0.713367086,0.713828514
0.650979704,0.651400777
0.588592322,0.588973041
0.499525923,0.499849031
0.468264061,0.468566948
0.441448701,0.441734244
0.423526348,0.423800297
0.410050497,0.41031573
0.423253663,0.423527436
0.449796338,0.45008728
0.44076699,0.441052091
0.467309664,0.467611934
0.458280316,0.458576746
0.440357963,0.4406428
0.391310089,0.3915632
0.288904181,0.289091053
0.293214342,0.293404002
0.297524502,0.29771695
0.324067177,0.324276794
0.337270343,0.3374885
0.363813018,0.364048343
0.390355693,0.390608187
0.443577384,0.443864304
0.523478093,0.523816695
0.572253282,0.572623433
0.523205408,0.523543834
0.469711032,0.470014855
0.389537639,0.389789603
0.362722279,0.362956899
0.33590692,0.336124195
0.322431069,0.322639627
0.308955218,0.30915506
0.322158384,0.322366766
0.348701059,0.348926609
0.335225208,0.335442042
0.361767883,0.362001885
0.352738535,0.352966697
0.334816181,0.33503275
0.294661313,0.294851909
0.134450869,0.134537836
0.138761029,0.138850784
0.14307119,0.143163733
0.165167362,0.165274197
0.173924025,0.174036524
0.196020197,0.196146989
0.213669866,0.213808074
0.253552049,0.253716054
0.315666746,0.315870929
0.355548929,0.355778909
0.315394062,0.315598068
0.275239194,0.275417227
0.212851812,0.212989491
0.194929458,0.195055544
0.172560602,0.172672219
0.163531253,0.163637031
0.154501905,0.154601842
0.163258569,0.163364169
0.180908238,0.181025255
0.17187889,0.171990066
0.193975062,0.194100531
0.184945714,0.185065342
0.171469863,0.171580775
0.140208001,0.140298691
0.184536687,0.184656051
0.188846847,0.188968999
0.193157008,0.193281947
0.215253179,0.215392412
0.228456346,0.228604118
0.250552517,0.250714582
0.272648689,0.272825047
0.316977375,0.317182406
0.383538575,0.38378666
0.427867261,0.428144019
0.383265891,0.383513799
0.33866452,0.338883579
0.271830635,0.272006464
0.249461779,0.249623138
0.227092922,0.227239813
0.213617071,0.213755245
0.204587723,0.204720057
0.213344387,0.213482384
0.235440558,0.235592849
0.22641121,0.22655766
0.248507382,0.248668124
0.239478034,0.239632936
0.226002183,0.226148369
0.190293818,0.190416906
0.230176002,0.230324886
0.234486162,0.234637835
0.238796323,0.238950783
0.265338997,0.265510627
0.278542163,0.278722333
0.305084838,0.305282176
0.32718101,0.327392641
0.375956199,0.376199379
0.451410405,0.451702391
0.495739091,0.49605975
0.45113772,0.45142953
0.402089846,0.40234993
0.326362956,0.326574057
0.303994099,0.304190732
0.27717874,0.277358028
0.263702889,0.26387346
0.254673541,0.254838272
0.263430204,0.263600599
0.285526376,0.285711063
0.276497028,0.276675875
0.303039703,0.303235718
0.294010355,0.29420053
0.276088001,0.276266583
0.235933133,0.236085742
0.21801078,0.218151796
0.22232094,0.222464744
0.226631101,0.226777693
0.248727272,0.248888157
0.266376941,0.266549242
0.288473113,0.288659707
0.310569285,0.310770171
0.359344474,0.359576909
0.430352177,0.430630542
0.479127366,0.47943728
0.430079492,0.430357681
0.381031619,0.381278082
0.309751231,0.309951588
0.287382375,0.287568262
0.265013518,0.265184937
0.247091164,0.24725099
0.238061816,0.238215802
0.24681848,0.246978129
0.273361154,0.273537973
0.264331806,0.264502784
0.286427978,0.286613249
0.27739863,0.27757806
0.263922779,0.264093493
0.223767911,0.223912651
0.210292061,0.210428084
0.214602221,0.214741032
0.218912382,0.219053981
0.241008553,0.241164445
0.25421172,0.254376151
0.280754394,0.280935995
0.302850566,0.303046459
0.351625755,0.351853197
0.422633458,0.42290683
0.466962144,0.467264189
0.422360773,0.422633969
0.3733129,0.37355437
0.302032512,0.302227876
0.279663656,0.279844551
0.252848296,0.253011846
0.239372445,0.239527279
0.230343097,0.23049209
0.239099761,0.239254418
0.261195932,0.261364882
0.252166584,0.252329693
0.278709259,0.278889537
0.265233408,0.265404969
0.251757557,0.251920402
0.216049192,0.21618894
0.18478733,0.184906856
0.189097491,0.189219805
0.193407651,0.193532753
0.219950326,0.220092596
0.233153492,0.233304303
0.255249664,0.255414767
0.277345836,0.277525231
0.321674522,0.321882591
0.392682225,0.392936224
0.437010911,0.437293583
0.39240954,0.392663363
0.343361667,0.343583763
0.276527782,0.276706648
0.254158925,0.254323323
0.231790069,0.231939997
0.218314218,0.21845543
0.20928487,0.209420242
0.218041533,0.218182569
0.240137705,0.240293033
0.231108357,0.231257845
0.253204529,0.253368309
0.244175181,0.244333121
0.23069933,0.230848553
0.190544462,0.190667712
0.181515114,0.181632523
0.185825274,0.185945472
0.190135435,0.19025842
0.212231607,0.212368885
0.225434773,0.225580591
0.247530945,0.247691055
0.269627117,0.26980152
0.318402305,0.318608258
0.384963506,0.385212512
0.429292192,0.429569871
0.384690821,0.384939651
0.34008945,0.340309431
0.268809063,0.268982936
0.246440206,0.246599611
0.22407135,0.224216286
0.210595499,0.210731718
0.201566151,0.20169653
0.210322814,0.210458857
0.232418986,0.232569322
0.223389638,0.223534133
0.24548581,0.245644597
0.236456462,0.236609409
0.222980611,0.223124841
0.187272246,0.187393379
0.191582406,0.191706328
0.195892567,0.196019276
0.200202727,0.200332224
0.222298899,0.222442689
0.235502065,0.235654395
0.26204474,0.262214238
0.284140912,0.284324703
0.328469598,0.328682062
0.399477301,0.399735695
0.44825249,0.448542433
0.399204616,0.399462834
0.354603245,0.354832614
0.283322858,0.28350612
0.260954001,0.261122794
0.234138642,0.23429009
0.220662791,0.220805522
0.211633443,0.211770334
0.220390106,0.220532661
0.242486278,0.242643126
0.23345693,0.233607937
0.259999605,0.26016778
0.246523754,0.246683213
0.233047903,0.233198646
0.197339538,0.197467183
0.197203196,0.197330753
0.201513356,0.201643701
0.205823517,0.20595665
0.232366191,0.232516493
0.245569358,0.245728199
0.267665529,0.267838664
0.294208204,0.294398507
0.33853689,0.338755866
0.409544593,0.409809499
0.458319782,0.458616237
0.409271908,0.409536638
0.364670538,0.364906418
0.29339015,0.293579924
0.266574791,0.266747219
0.244205934,0.244363894
0.230730083,0.230879327
0.221700735,0.221844138
0.230457399,0.230606465
0.25255357,0.25271693
0.243524222,0.243681741
0.265620394,0.265792206
0.256591046,0.256757017
0.243115195,0.24327245
0.202960327,0.203091608
0.229503002,0.229651452
0.233813163,0.2339644
0.238123323,0.238277349
0.260219495,0.260387813
0.277869164,0.278048898
0.299965336,0.300159363
0.326508011,0.326719206
0.375283199,0.375525944
0.450737405,0.451028956
0.503959097,0.504285073
0.450464721,0.450756095
0.401416847,0.401676496
0.325689956,0.325900623
0.298874597,0.299067918
0.276505741,0.276684593
0.258583387,0.258750647
0.249554039,0.249715458
0.258310702,0.258477785
0.284853377,0.285037629
0.275824029,0.27600244
0.297920201,0.298112905
0.288890853,0.289077716
0.275415002,0.275593149
0.235260134,0.235412307
0.230677289,0.230826498
0.234987449,0.235139446
0.243744113,0.243901774
0.265840284,0.266012238
0.283489953,0.283673323
0.310032628,0.310233167
0.3321288,0.332343631
0.385350492,0.385599748
0.460804698,0.46110276
0.509579886,0.509909498
0.460532013,0.460829899
0.407037636,0.407300921
0.331310746,0.331525048
0.308941889,0.309141722
0.28212653,0.282309018
0.264204176,0.264375072
0.255174828,0.255339883
0.263931492,0.264102211
0.290474166,0.290662054
0.281444818,0.281626865
0.307987493,0.308186709
0.294511642,0.294702141
0.281035791,0.281217574
0.240880923,0.241036733
0.236298078,0.236450923
0.240608239,0.240763871
0.244918399,0.24507682
0.271461074,0.271636663
0.289110743,0.289297749
0.315653418,0.315857592
0.337749589,0.337968056
0.390971281,0.391224173
0.466425487,0.466727185
0.519647179,0.519983302
0.466152802,0.466454324
0.417104929,0.417374725
0.336931535,0.337149473
0.314562679,0.314766148
0.287747319,0.287933443
0.269824966,0.269999497
0.260795618,0.260964308
0.269552281,0.269726636
0.296094956,0.296286479
0.287065608,0.287251291
0.313608282,0.313811134
0.300132432,0.300326566
0.286656581,0.286841999
0.24205521,0.242211779
0.215239851,0.215379074
0.219550011,0.219692023
0.223860172,0.224004971
0.250402846,0.250564815
0.263606012,0.263776521
0.290148687,0.290336364
0.312244859,0.312446828
0.365466551,0.365702946
0.440920757,0.441205958
0.489695945,0.490012696
0.440648072,0.440933096
0.387153695,0.387404118
0.311426805,0.311628245
0.289057948,0.28924492
0.262242589,0.262412216
0.248766738,0.248927648
0.23973739,0.23989246
0.248494054,0.248654787
0.270590225,0.270765251
0.261560877,0.261730063
0.288103552,0.288289906
0.279074204,0.279254718
0.26115185,0.261320771
0.220996982,0.22113993
0.238646651,0.238801015
0.242956812,0.243113964
0.247266972,0.247426912
0.273809647,0.273986756
0.291459316,0.291647841
0.318001991,0.318207684
0.340098163,0.340318148
0.393319854,0.393574266
0.473220563,0.473526657
0.526442255,0.526782774
0.472947878,0.473253795
0.419453502,0.419724817
0.339280109,0.339499565
0.316911252,0.31711624
0.290095893,0.290283536
0.272173539,0.272349589
0.263144191,0.263314401
0.271900854,0.272076728
0.298443529,0.298636571
0.289414181,0.289601383
0.315956856,0.316161226
0.302481005,0.302676659
0.289005154,0.289192091
0.244403783,0.244561871
0.248713944,0.24887482
0.253024104,0.253187768
0.257334265,0.257500716
0.283876939,0.28406056
0.301526608,0.301721645
0.328069283,0.328281488
0.354611958,0.354841332
0.407833649,0.408097449
0.487734358,0.48804984
0.54095605,0.541305957
