Active_node1,Reactive_node1,Active_node2,Reactive_node2,Active_node3,Reactive_node3,Active_node4,Reactive_node4,Active_node5,Reactive_node5,Active_node6,Reactive_node6,Active_node7,Reactive_node7,Active_node8,Reactive_node8
0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272,0.548333981,0.230300272
0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541,0.57670843,0.242217541
0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936,0.588523658,0.247179936
0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073,0.595326365,0.250037073
0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205,0.599264774,0.251691205
0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515,0.597653607,0.251014515
0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479
0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479
0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088,0.603919258,0.253646088
0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661,0.627818241,0.263683661
0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123,0.641602674,0.269473123
0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276,0.621731609,0.261127276
0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752,0.600517904,0.25221752
0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662,0.574918244,0.241465662
0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546,0.544306063,0.228608546
0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913,0.50366884,0.211540913
0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741,0.459182717,0.192856741
0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459,0.426153785,0.17898459
0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367,0.405924683,0.170488367
0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692,0.395273076,0.166014692
0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306,0.389186443,0.163458306
0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443,0.39598915,0.166315443
0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539,0.432777473,0.181766539
0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671,0.494896928,0.20785671
0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148,0.542336858,0.22778148
0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597,0.572949039,0.240638597
0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219,0.590671881,0.24808219
0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413,0.593267651,0.249172413
0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078,0.598190662,0.251240078
0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601
0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596,0.590582372,0.248044596
0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378,0.5908509,0.248157378
0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479,0.595236855,0.249999479
0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083,0.618688292,0.259849083
0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824,0.631309104,0.265149824
0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382,0.61134853,0.256766382
0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221,0.590224335,0.247894221
0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302,0.565519767,0.237518302
0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404,0.534639058,0.224548404
0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806,0.49856681,0.20939806
0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635,0.451932464,0.189811635
0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666,0.416218252,0.174811666
0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037,0.396078659,0.166353037
0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428,0.387396257,0.162706428
0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174,0.385248034,0.161804174
0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433,0.390260555,0.163909433
0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026,0.425616729,0.178759026
0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294,0.489257842,0.205488294
0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318,0.538845995,0.226315318
0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998,0.569995232,0.239397998
0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601,0.593446669,0.249247601
0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261,0.595505383,0.250112261
0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774,0.602666127,0.253119774
0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545,0.59720606,0.250826545
0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987
0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987,0.599533302,0.251803987
0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433,0.604724841,0.253984433
0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154,0.623521795,0.261879154
0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946,0.629518918,0.264397946
0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068,0.610095399,0.256240068
0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821,0.584495739,0.24548821
0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231,0.560686265,0.235488231
0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267,0.545469684,0.229097267
0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765,0.50877087,0.213683765
0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004,0.469476287,0.19718004
0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838,0.443071043,0.186089838
0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336,0.424005562,0.178082336
0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595,0.41138475,0.172781595
0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895,0.404044987,0.169698895
0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113,0.403776459,0.169586113
0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752,0.412011315,0.173044752
0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529,0.427048878,0.179360529
0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229,0.452021973,0.189849229
0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583,0.476189484,0.199999583
0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507,0.503758349,0.211578507
0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253,0.519243458,0.218082253
0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608,0.527657333,0.22161608
0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105,0.524345489,0.220225105
0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415,0.522734321,0.219548415
0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121,0.515305049,0.216428121
0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248,0.516379161,0.216879248
0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013,0.538666977,0.22624013
0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109,0.562476451,0.236240109
0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125,0.553436012,0.232443125
0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831,0.54600674,0.229322831
0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613,0.528641935,0.222029613
0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395,0.511277131,0.214736395
0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238,0.493017233,0.207067238
0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315,0.465448368,0.195488315
0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112,0.439043124,0.184398112
0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082,0.404224006,0.169774082
0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519,0.40368695,0.169548519
0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056,0.391334666,0.16436056
0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184,0.390976629,0.164210184
0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159,0.394288473,0.165601159
0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681,0.407177813,0.171014681
0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732,0.418187457,0.175638732
0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985,0.437969013,0.183946985
0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426,0.457929587,0.192330426
0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924,0.47413077,0.199134924
0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817,0.484513849,0.203495817
0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319,0.485945998,0.204097319
0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935,0.485498452,0.20390935
0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538,0.48567747,0.203984538
0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076,0.48952637,0.205601076
0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004,0.519959533,0.218383004
0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983,0.543769007,0.228382983
0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658,0.536787282,0.225450658
0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963,0.532311816,0.223570963
0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785,0.520228061,0.218495785
